file_name, filter_, image_size, camera, center_ra(deg), center_dec(deg), width_ra('), width_dec('), jd, exp_time(s), ccd_temp(C)
20010530_1800_R.fits,R,"(2048, 10000)",PV20K,32.9708460605,269.999149466,160.160502667,32.7102610124,2452059.85508,49152.0,19.85
20000406_1620_R.fits,R,"(1024, 10000)",PV10K,32.9844212586,244.998546315,160.406031348,16.3948779721,2451640.93257,24576.0,-33.15
20000406_0930_R.fits,R,"(1024, 10000)",PV10K,32.9805148621,142.502269735,160.406031348,16.391484564,2451640.64864,24576.0,-33.15
20000503_1610_R.fits,R,"(1024, 10000)",PV10K,32.9807890257,242.498637713,160.406031348,16.3933745611,2451667.85193,24576.0,-33.15
20000406_1430_R.fits,R,"(1024, 10000)",PV10K,32.9838373701,217.502667679,160.406031348,16.3931812668,2451640.85641,24576.0,-33.15
20010530_1320_R.fits,R,"(2048, 10000)",PV20K,32.9748808858,199.998976527,160.160502667,32.7192384447,2452059.66117,49152.0,19.85
20010530_1330_R.fits,R,"(2048, 10000)",PV20K,32.9748435507,202.499239315,160.160502667,32.7123228154,2452059.6681,49152.0,19.85
20000406_1030_R.fits,R,"(1024, 10000)",PV10K,32.981212662,157.498577151,160.406031348,16.3931168345,2451640.69018,24576.0,-33.15
20010530_1300_R.fits,R,"(2048, 10000)",PV20K,32.9749265436,194.998874665,160.160502667,32.7036031052,2452059.64732,49152.0,19.85
20010530_1600_R.fits,R,"(2048, 10000)",PV20K,32.9732159592,239.999083675,160.160502667,32.7112060039,2452059.77198,49152.0,19.85
20000406_1730_R.fits,R,"(1024, 10000)",PV10K,32.9844748169,262.497863924,160.406031348,16.3892724002,2451640.98104,24576.0,-33.15
20000528_1420_R.fits,R,"(1024, 10000)",PV10K,32.9821806328,215.002324998,160.5284787,16.3929664941,2451692.70547,24576.0,-33.15
20000503_1320_R.fits,R,"(1024, 10000)",PV10K,32.9795633138,199.99787467,160.406031348,16.393932971,2451667.7342,24576.0,-33.15
20000503_1450_R.fits,R,"(1024, 10000)",PV10K,32.9802963324,222.49852389,160.406031348,16.3933530854,2451667.79653,24576.0,-33.15
20000503_1350_R.fits,R,"(1024, 10000)",PV10K,32.979822647,207.498460796,160.406031348,16.393438996,2451667.75498,24576.0,-33.15
20000406_1540_R.fits,R,"(1024, 10000)",PV10K,32.9842760916,234.99889621,160.406031348,16.3959733161,2451640.90487,24576.0,-33.15
20000503_1630_R.fits,R,"(1024, 10000)",PV10K,32.9808809831,247.502750271,160.406031348,16.3933530854,2451667.86579,24576.0,-33.15
20000503_1430_R.fits,R,"(1024, 10000)",PV10K,32.9801466623,217.502653546,160.406031348,16.3932456991,2451667.78269,24576.0,-33.15
20000503_1710_R.fits,R,"(1024, 10000)",PV10K,32.9810219525,257.498526927,160.406031348,16.3933101314,2451667.89348,24576.0,-33.15
20010527_1720_R.fits,R,"(2048, 10000)",PV20K,32.9780332736,259.998912115,160.160502667,32.7111630528,2452056.83557,49152.0,19.85
20000406_0850_R.fits,R,"(1024, 10000)",PV10K,32.9800907329,132.498384803,160.406031348,16.3931168345,2451640.62092,24576.0,-33.15
20010527_1800_R.fits,R,"(2048, 10000)",PV20K,32.9771774613,270.003227313,160.160502667,32.7118932682,2452056.86329,49152.0,19.85
20000406_1740_R.fits,R,"(1024, 10000)",PV10K,32.9844612607,265.002761389,160.406031348,16.3866306963,2451640.98798,24576.0,-33.15
20010530_1450_R.fits,R,"(2048, 10000)",PV20K,32.974209826,222.498939402,160.160502667,32.702529245,2452059.7235,49152.0,19.85
20010527_1750_R.fits,R,"(2048, 10000)",PV20K,32.9773960287,267.49904694,160.160502667,32.7112919113,2452056.85635,49152.0,19.85
20000406_1120_R.fits,R,"(1024, 10000)",PV10K,32.9818207717,169.99836821,160.406031348,16.3931383128,2451640.72481,24576.0,-33.15
20000503_1520_R.fits,R,"(1024, 10000)",PV10K,32.9805026366,229.998519321,160.406031348,16.3933530854,2451667.8173,24576.0,-33.15
20010527_1700_R.fits,R,"(2048, 10000)",PV20K,32.9784392446,255.003229636,160.160502667,32.7112060039,2452056.82173,49152.0,19.85
20010530_1630_R.fits,R,"(2048, 10000)",PV20K,32.9726871099,247.499093522,160.160502667,32.7112060039,2452059.79276,49152.0,19.85
20000528_1400_R.fits,R,"(1024, 10000)",PV10K,32.9820732553,210.002665689,160.5284787,16.3933530854,2451692.69162,24576.0,-33.15
20000406_1530_R.fits,R,"(1024, 10000)",PV10K,32.9842273915,232.502523866,160.406031348,16.3931812693,2451640.89796,24576.0,-33.15
20010527_1850_R.fits,R,"(2048, 10000)",PV20K,32.9760622076,282.498900297,160.160502667,32.7115066824,2452056.8979,49152.0,19.85
20000503_1810_R.fits,R,"(1024, 10000)",PV10K,32.9811195665,272.498769934,160.406031348,16.3947920641,2451667.93503,24576.0,-33.15
20010530_1750_R.fits,R,"(2048, 10000)",PV20K,32.9710635094,267.503108763,160.160502667,32.7105187346,2452059.84817,49152.0,19.85
20000503_1240_R.fits,R,"(1024, 10000)",PV10K,32.9792042651,190.002571492,160.406031348,16.393396042,2451667.70651,24576.0,-33.15
20010530_1510_R.fits,R,"(2048, 10000)",PV20K,32.9739640144,227.498986288,160.160502667,32.7110771403,2452059.73735,49152.0,19.85
20010530_1700_R.fits,R,"(2048, 10000)",PV20K,32.9721091536,254.998763702,160.160502667,32.7098314704,2452059.81353,49152.0,19.85
20000406_1610_R.fits,R,"(1024, 10000)",PV10K,32.9843926002,242.498496843,160.406031348,16.3931812668,2451640.92565,24576.0,-33.15
20000503_1700_R.fits,R,"(1024, 10000)",PV10K,32.980992266,255.002713171,160.406031348,16.3933745637,2451667.88657,24576.0,-33.15
20000406_1550_R.fits,R,"(1024, 10000)",PV10K,32.9843199439,237.498443679,160.406031348,16.392386606,2451640.9118,24576.0,-33.15
20000406_1310_R.fits,R,"(1024, 10000)",PV10K,32.9830957155,197.498632345,160.406031348,16.3931597911,2451640.80099,24576.0,-33.15
20000503_1250_R.fits,R,"(1024, 10000)",PV10K,32.9792948566,192.498463089,160.406031348,16.393396042,2451667.71342,24576.0,-33.15
20000503_1330_R.fits,R,"(1024, 10000)",PV10K,32.9796510151,202.49853172,160.406031348,16.3927517215,2451667.74112,24576.0,-33.15
20000503_1110_R.fits,R,"(1024, 10000)",PV10K,32.9783929809,167.498656804,160.406031348,16.3932242234,2451667.64416,24576.0,-33.15
20000406_1450_R.fits,R,"(1024, 10000)",PV10K,32.9839850382,222.498401361,160.406031348,16.3931812668,2451640.87025,24576.0,-33.15
20010530_1400_R.fits,R,"(2048, 10000)",PV20K,32.9746743379,210.003444799,160.160502667,32.7161886991,2452059.68889,49152.0,19.85
20010530_1520_R.fits,R,"(2048, 10000)",PV20K,32.9738291463,229.998799174,160.160502667,32.7104757835,2452059.74428,49152.0,19.85
20000503_1310_R.fits,R,"(1024, 10000)",PV10K,32.9794746673,197.499321062,160.406031348,16.3969612687,2451667.72728,24576.0,-33.15
20010530_1310_R.fits,R,"(2048, 10000)",PV20K,32.9749085588,197.499771371,160.160502667,32.7190666299,2452059.65425,49152.0,19.85
20000528_1440_R.fits,R,"(1024, 10000)",PV10K,32.9822864538,219.998589714,160.5284787,16.3932242208,2451692.71931,24576.0,-33.15
20010530_1540_R.fits,R,"(2048, 10000)",PV20K,32.9735367178,234.998981116,160.160502667,32.7130530359,2452059.75813,49152.0,19.85
20000503_1640_R.fits,R,"(1024, 10000)",PV10K,32.9809216263,249.998546645,160.406031348,16.3933316071,2451667.87271,24576.0,-33.15
20000406_1200_R.fits,R,"(1024, 10000)",PV10K,32.982304151,180.002820627,160.406031348,16.3931168345,2451640.75253,24576.0,-33.15
20000503_1100_R.fits,R,"(1024, 10000)",PV10K,32.9783067468,165.002557284,160.406031348,16.3932671748,2451667.63725,24576.0,-33.15
20000406_1510_R.fits,R,"(1024, 10000)",PV10K,32.9841153892,227.498359751,160.406031348,16.3932027451,2451640.8841,24576.0,-33.15
20000406_1440_R.fits,R,"(1024, 10000)",PV10K,32.9839132529,219.998438393,160.406031348,16.3931812668,2451640.86332,24576.0,-33.15
20000406_1420_R.fits,R,"(1024, 10000)",PV10K,32.983757279,215.002720346,160.406031348,16.3931597911,2451640.84948,24576.0,-33.15
20010530_1550_R.fits,R,"(2048, 10000)",PV20K,32.9733797428,237.498869498,160.160502667,32.7112060039,2452059.76505,49152.0,19.85
20000528_1340_R.fits,R,"(1024, 10000)",PV10K,32.9819651069,204.998394376,160.5284787,16.3931383128,2451692.67776,24576.0,-33.15
20010530_1250_R.fits,R,"(2048, 10000)",PV20K,32.9749347825,192.49913998,160.160502667,32.7106475982,2452059.6404,49152.0,19.85
20010527_1810_R.fits,R,"(2048, 10000)",PV20K,32.9769574244,272.49901966,160.160502667,32.7115066824,2452056.8702,49152.0,19.85
20000406_1630_R.fits,R,"(1024, 10000)",PV10K,32.984444763,247.50275135,160.406031348,16.3931812693,2451640.93951,24576.0,-33.15
20010530_1440_R.fits,R,"(2048, 10000)",PV20K,32.9743201465,220.002273654,160.160502667,32.7023574302,2452059.71659,49152.0,19.85
20000503_1400_R.fits,R,"(1024, 10000)",PV10K,32.9799064187,210.0027132,160.406031348,16.3920000173,2451667.76191,24576.0,-33.15
20010530_1810_R.fits,R,"(2048, 10000)",PV20K,32.9706263193,272.499082212,160.160502667,32.7111630477,2452059.86201,49152.0,19.85
20000406_1320_R.fits,R,"(1024, 10000)",PV10K,32.9831997601,199.998491478,160.406031348,16.3931383128,2451640.80792,24576.0,-33.15
20000503_1720_R.fits,R,"(1024, 10000)",PV10K,32.9810479124,259.998535385,160.406031348,16.3933101314,2451667.90041,24576.0,-33.15
20000406_0840_R.fits,R,"(1024, 10000)",PV10K,32.979991975,130.002653834,160.406031348,16.3915275154,2451640.61401,24576.0,-33.15
20000406_1020_R.fits,R,"(1024, 10000)",PV10K,32.9810929925,155.002769555,160.406031348,16.3940833139,2451640.68327,24576.0,-33.15
20010530_1900_R.fits,R,"(2048, 10000)",PV20K,32.9695129891,284.999297336,160.160502667,32.7134396268,2452059.89664,49152.0,19.85
20000503_1800_R.fits,R,"(1024, 10000)",PV10K,32.9811131032,270.002616509,160.406031348,16.3922577439,2451667.92812,24576.0,-33.15
20000503_1300_R.fits,R,"(1024, 10000)",PV10K,32.9793850903,194.998542399,160.406031348,16.3933745637,2451667.72035,24576.0,-33.15
20000406_1040_R.fits,R,"(1024, 10000)",PV10K,32.9813336257,160.002758635,160.406031348,16.3947705884,2451640.69712,24576.0,-33.15
20000503_1600_R.fits,R,"(1024, 10000)",PV10K,32.9807381083,240.00254343,160.406031348,16.3924295626,2451667.84502,24576.0,-33.15
20010527_1840_R.fits,R,"(2048, 10000)",PV20K,32.9762872004,279.998928333,160.160502667,32.7115066824,2452056.89097,49152.0,19.85
20000406_1240_R.fits,R,"(1024, 10000)",PV10K,32.9827682897,189.998475552,160.406031348,16.3931597911,2451640.78022,24576.0,-33.15
20000503_1730_R.fits,R,"(1024, 10000)",PV10K,32.9810700777,262.502729915,160.406031348,16.3933316097,2451667.90734,24576.0,-33.15
20000503_1130_R.fits,R,"(1024, 10000)",PV10K,32.9785693063,172.50278417,160.406031348,16.3932671774,2451667.65803,24576.0,-33.15
20000504_1100_R.fits,R,"(1024, 10000)",PV10K,32.9779931047,164.998529565,160.406031348,16.3936322903,2451668.63451,24576.0,-33.15
20000406_1230_R.fits,R,"(1024, 10000)",PV10K,32.9826549357,187.502522577,160.406031348,16.3931597911,2451640.7733,24576.0,-33.15
20010530_1850_R.fits,R,"(2048, 10000)",PV20K,32.9697358211,282.503313735,160.160502667,32.7111630477,2452059.88972,49152.0,19.85
20000503_1340_R.fits,R,"(1024, 10000)",PV10K,32.9797376543,205.002813145,160.406031348,16.3932886531,2451667.74806,24576.0,-33.15
20010530_1420_R.fits,R,"(2048, 10000)",PV20K,32.9745152724,214.998991309,160.160502667,32.710604642,2452059.70273,49152.0,19.85
20000503_1650_R.fits,R,"(1024, 10000)",PV10K,32.98095875,252.498534354,160.406031348,16.3933316097,2451667.87963,24576.0,-33.15
20000503_1440_R.fits,R,"(1024, 10000)",PV10K,32.9802225722,219.998655199,160.406031348,16.3933530854,2451667.7896,24576.0,-33.15
20000406_0830_R.fits,R,"(1024, 10000)",PV10K,32.9798961031,127.498598548,160.406031348,16.3932456991,2451640.60707,24576.0,-33.15
20010530_1640_R.fits,R,"(2048, 10000)",PV20K,32.9724994419,249.999001081,160.160502667,32.7111630477,2452059.79968,49152.0,19.85
20010530_1610_R.fits,R,"(2048, 10000)",PV20K,32.9730457222,242.498971739,160.160502667,32.7111200966,2452059.77891,49152.0,19.85
20000406_1150_R.fits,R,"(1024, 10000)",PV10K,32.9821843559,177.498561418,160.406031348,16.3930953588,2451640.74559,24576.0,-33.15
20000503_1120_R.fits,R,"(1024, 10000)",PV10K,32.9784805507,169.998627863,160.406031348,16.3932671774,2451667.65109,24576.0,-33.15
20000503_1750_R.fits,R,"(1024, 10000)",PV10K,32.9811026623,267.498451023,160.406031348,16.3925369489,2451667.92118,24576.0,-33.15
20000528_1320_R.fits,R,"(1024, 10000)",PV10K,32.9818572041,199.998575013,160.5284787,16.3936322903,2451692.6639,24576.0,-33.15
20000504_1110_R.fits,R,"(1024, 10000)",PV10K,32.9780779724,167.502727493,160.406031348,16.3936537686,2451668.64144,24576.0,-33.15
20000406_1140_R.fits,R,"(1024, 10000)",PV10K,32.9820640097,175.002661091,160.406031348,16.393116837,2451640.73868,24576.0,-33.15
20000406_1010_R.fits,R,"(1024, 10000)",PV10K,32.9809740344,152.498423687,160.406031348,16.3930953562,2451640.67633,24576.0,-33.15
20010527_1650_R.fits,R,"(2048, 10000)",PV20K,32.9786360027,252.499123512,160.160502667,32.7111200966,2452056.8148,49152.0,19.85
20010530_1820_R.fits,R,"(2048, 10000)",PV20K,32.970404671,275.003195123,160.160502667,32.7112060039,2452059.86895,49152.0,19.85
20010530_1430_R.fits,R,"(2048, 10000)",PV20K,32.9744219869,217.503607038,160.160502667,32.7202693487,2452059.70966,49152.0,19.85
20000406_1500_R.fits,R,"(1024, 10000)",PV10K,32.9840525684,225.002552185,160.406031348,16.3931812693,2451640.87718,24576.0,-33.15
20000528_1410_R.fits,R,"(1024, 10000)",PV10K,32.9821269932,212.498499043,160.5284787,16.3930953588,2451692.69853,24576.0,-33.15
20000503_1740_R.fits,R,"(1024, 10000)",PV10K,32.9810883055,264.998575071,160.406031348,16.3933316097,2451667.91426,24576.0,-33.15
20010530_1740_R.fits,R,"(2048, 10000)",PV20K,32.9712792813,264.999064854,160.160502667,32.7111200914,2452059.84123,49152.0,19.85
20000406_1710_R.fits,R,"(1024, 10000)",PV10K,32.9844859873,257.502662048,160.406031348,16.3932027451,2451640.96721,24576.0,-33.15
20000406_0910_R.fits,R,"(1024, 10000)",PV10K,32.9802974616,137.498547705,160.406031348,16.3931597911,2451640.63478,24576.0,-33.15
20000503_1530_R.fits,R,"(1024, 10000)",PV10K,32.980566076,232.502612413,160.406031348,16.3933745637,2451667.82424,24576.0,-33.15
20010530_1710_R.fits,R,"(2048, 10000)",PV20K,32.9719072476,257.498990323,160.160502667,32.709745563,2452059.82046,49152.0,19.85
20000406_1340_R.fits,R,"(1024, 10000)",PV10K,32.9833990406,204.998577608,160.406031348,16.3931812668,2451640.82177,24576.0,-33.15
20000406_1050_R.fits,R,"(1024, 10000)",PV10K,32.9814548471,162.498590295,160.406031348,16.3931168345,2451640.70404,24576.0,-33.15
20000503_1620_R.fits,R,"(1024, 10000)",PV10K,32.980836684,244.998598083,160.406031348,16.3933530854,2451667.85886,24576.0,-33.15
20010530_1410_R.fits,R,"(2048, 10000)",PV20K,32.9745994292,212.498850881,160.160502667,32.7098314652,2452059.6958,49152.0,19.85
20000503_1830_R.fits,R,"(1024, 10000)",PV10K,32.9811206242,277.502396753,160.406031348,16.3915919478,2451667.94889,24576.0,-33.15
20000504_1130_R.fits,R,"(1024, 10000)",PV10K,32.9782509497,172.502521666,160.406031348,16.3922147899,2451668.6553,24576.0,-33.15
20000426_1010_R.fits,R,"(1024, 10000)",PV10K,32.9789335755,152.502712998,160.406031348,16.3932027451,2451660.62173,24576.0,-33.15
20010527_1730_R.fits,R,"(2048, 10000)",PV20K,32.9778237927,262.503332004,160.160502667,32.7109912329,2452056.84251,49152.0,19.85
20000528_1250_R.fits,R,"(1024, 10000)",PV10K,32.9816974154,192.498560105,160.5284787,16.3932242208,2451692.64313,24576.0,-33.15
20000503_1510_R.fits,R,"(1024, 10000)",PV10K,32.9804365019,227.498618971,160.406031348,16.3917422881,2451667.81038,24576.0,-33.15
20000528_1240_R.fits,R,"(1024, 10000)",PV10K,32.9816451987,190.002778262,160.5284787,16.3932456991,2451692.63621,24576.0,-33.15
20000406_0900_R.fits,R,"(1024, 10000)",PV10K,32.9801928622,135.002803485,160.406031348,16.3931383128,2451640.62786,24576.0,-33.15
19970624_1620_14.54.fits,14.54,"(2048, 15000)",Loral1,245.003285401,33.0063314026,148.374980478,20.2939706406,2450623.71755,30720.0,-33.15
19970623_1640_14.54.fits,14.54,"(2048, 15000)",Loral1,250.003203832,33.0072176812,148.372883159,20.2939706406,2450622.73414,30720.0,-33.15
19970321_1530_14.54.fits,14.54,"(2048, 15000)",Loral1,232.503250488,33.0112721586,148.372883159,20.3150304214,2450528.9423,30720.0,-33.15
19970624_1700_14.54.fits,14.54,"(2048, 15000)",Loral1,254.999053075,33.0091197799,148.372883159,20.2939706406,2450623.74525,30720.0,-33.15
19970321_1630_14.54.fits,14.54,"(2048, 15000)",Loral1,247.499037853,33.0151435014,148.374980503,20.3150304214,2450528.98384,30720.0,-33.15
19970524_1540_14.54.fits,14.54,"(2048, 15000)",Loral1,235.003152882,33.0071830904,148.373092925,20.3159887228,2450592.77449,30720.0,-33.15
19970321_1350_14.54.fits,14.54,"(2048, 15000)",Loral1,207.503176947,33.0060196191,148.3730929,20.3150304214,2450528.87304,30720.0,-33.15
19970527_1410_14.54.fits,14.54,"(2048, 15000)",Loral1,212.498946469,33.0025552972,148.372883159,20.3159887228,2450595.70395,30720.0,-33.15
19970524_1320_14.54.fits,14.54,"(2048, 15000)",Loral1,199.998972431,33.0002617648,148.372883159,20.3159887228,2450592.67751,30720.0,-33.15
19970321_1430_14.54.fits,14.54,"(2048, 15000)",Loral1,217.499072868,33.007887483,148.374980503,20.3150304214,2450528.90073,30720.0,-33.15
19970624_1610_14.54.fits,14.54,"(2048, 15000)",Loral1,242.499096223,33.0056644936,148.374980503,20.2939706406,2450623.71062,30720.0,-33.15
19970618_1530_14.54.fits,14.54,"(2048, 15000)",Loral1,232.498988693,33.003800336,147.975650558,20.2939706406,2450617.69929,30720.0,-33.15
19970623_1610_14.54.fits,14.54,"(2048, 15000)",Loral1,242.499065196,33.0051741356,148.372883184,20.2939706406,2450622.71335,30720.0,-33.15
19970524_1350_14.54.fits,14.54,"(2048, 15000)",Loral1,207.503276824,33.0013242425,148.374980503,20.3159887228,2450592.6983,30720.0,-33.15
19970623_1710_14.54.fits,14.54,"(2048, 15000)",Loral1,257.503208576,33.0093613348,148.372883184,20.2939706406,2450622.75492,30720.0,-33.15
19970618_1640_14.54.fits,14.54,"(2048, 15000)",Loral1,249.999133938,33.0084023098,148.374980503,20.2939706406,2450617.74778,30720.0,-33.15
19970524_1240_14.54.fits,14.54,"(2048, 15000)",Loral1,189.999119182,32.9992673835,148.374980478,20.3159887228,2450592.6498,30720.0,-33.15
19970527_1440_14.54.fits,14.54,"(2048, 15000)",Loral1,220.003295934,33.0040124318,148.372883184,20.3159887228,2450595.72474,30720.0,-33.15
19970629_1810_14.54.fits,14.54,"(2048, 15000)",Loral1,272.499123525,33.0138838884,148.374980503,20.2939706406,2450628.78008,30720.0,-33.15
19970524_1210_14.54.fits,14.54,"(2048, 15000)",Loral1,182.503226775,32.9988542751,148.372673442,20.3159887228,2450592.62903,30720.0,-33.15
19970618_1600_14.54.fits,14.54,"(2048, 15000)",Loral1,240.003283993,33.0056799289,148.374980503,20.2939706406,2450617.72008,30720.0,-33.15
19970321_1410_14.54.fits,14.54,"(2048, 15000)",Loral1,212.503171223,33.0069100898,148.372883159,20.3150304214,2450528.88689,30720.0,-33.15
19970624_1600_14.54.fits,14.54,"(2048, 15000)",Loral1,239.99898565,33.0050138958,148.792347402,20.2939706406,2450623.70369,30720.0,-33.15
19970527_1430_14.54.fits,14.54,"(2048, 15000)",Loral1,217.499039779,33.0035011416,148.372883159,20.3159887228,2450595.7178,30720.0,-33.15
19970321_1150_14.54.fits,14.54,"(2048, 15000)",Loral1,177.498953666,33.0028460108,148.374980478,20.3150304214,2450528.78991,30720.0,-33.15
19970321_1100_14.54.fits,14.54,"(2048, 15000)",Loral1,164.999023417,33.002746289,148.3730929,20.3150304214,2450528.75528,30720.0,-33.15
19970524_1400_14.54.fits,14.54,"(2048, 15000)",Loral1,209.999107539,33.0017343362,148.374980503,20.3159887228,2450592.70522,30720.0,-33.15
19970524_1700_14.54.fits,14.54,"(2048, 15000)",Loral1,254.998996144,33.0127910694,148.376448621,20.3159887228,2450592.82989,30720.0,-33.15
19970618_1830_14.54.fits,14.54,"(2048, 15000)",Loral1,277.499021557,33.0165219263,148.3730929,20.2939706406,2450617.82396,30720.0,-33.15
19970623_1700_14.54.fits,14.54,"(2048, 15000)",Loral1,254.999084004,33.0086365873,148.372673442,20.2939706406,2450622.74798,30720.0,-33.15
19970629_1620_14.54.fits,14.54,"(2048, 15000)",Loral1,244.99911238,33.0060017039,148.374980503,20.2939706406,2450628.70389,30720.0,-33.15
19970623_1550_14.54.fits,14.54,"(2048, 15000)",Loral1,237.499113079,33.0038861321,148.374980503,20.2939706406,2450622.69949,30720.0,-33.15
19970321_1240_14.54.fits,14.54,"(2048, 15000)",Loral1,190.003297313,33.0036852336,148.372673442,20.3150304214,2450528.82455,30720.0,-33.15
19970524_1600_14.54.fits,14.54,"(2048, 15000)",Loral1,239.998945688,33.0085093779,148.372883184,20.3159887228,2450592.78833,30720.0,-33.15
19970321_1620_14.54.fits,14.54,"(2048, 15000)",Loral1,245.003193578,33.0144761788,148.372883184,20.3150304214,2450528.97693,30720.0,-33.15
19970321_1550_14.54.fits,14.54,"(2048, 15000)",Loral1,237.499082489,33.0125201371,148.372883159,20.3150304214,2450528.95614,30720.0,-33.15
19970524_1450_14.54.fits,14.54,"(2048, 15000)",Loral1,222.499036806,33.0041779762,148.372673442,20.3159887228,2450592.73985,30720.0,-33.15
19970624_1430_14.54.fits,14.54,"(2048, 15000)",Loral1,217.503277285,33.0000370558,148.3730929,20.2939706406,2450623.64136,30720.0,-33.15
19970527_1610_14.54.fits,14.54,"(2048, 15000)",Loral1,242.503149497,33.0095427638,148.372883184,20.3159887228,2450595.78708,30720.0,-33.15
19970629_1750_14.54.fits,14.54,"(2048, 15000)",Loral1,267.499082727,33.0124028421,148.372883184,20.2939706406,2450628.76622,30720.0,-33.15
19970629_1650_14.54.fits,14.54,"(2048, 15000)",Loral1,252.503259308,33.0080556745,148.372883159,20.2939706406,2450628.72468,30720.0,-33.15
19970527_1550_14.54.fits,14.54,"(2048, 15000)",Loral1,237.50314578,33.0081895174,148.372883184,20.3159887228,2450595.77323,30720.0,-33.15
19970527_1600_14.54.fits,14.54,"(2048, 15000)",Loral1,239.999039571,33.0088577854,148.372883159,20.3159887228,2450595.78014,30720.0,-33.15
19970629_1850_14.54.fits,14.54,"(2048, 15000)",Loral1,282.498936021,33.0168259149,148.374980478,20.2939706406,2450628.80778,30720.0,-33.15
19970624_1540_14.54.fits,14.54,"(2048, 15000)",Loral1,234.999091589,33.0037633416,148.374980503,20.2939706406,2450623.68984,30720.0,-33.15
19970524_1520_14.54.fits,14.54,"(2048, 15000)",Loral1,229.999146229,33.005921776,148.374980478,20.3159887228,2450592.76063,30720.0,-33.15
19970321_1340_14.54.fits,14.54,"(2048, 15000)",Loral1,204.99915049,33.0056087951,148.374980478,20.3150304214,2450528.8661,30720.0,-33.15
19970321_1420_14.54.fits,14.54,"(2048, 15000)",Loral1,214.999106421,33.0073878892,148.372883184,20.3150304214,2450528.89381,30720.0,-33.15
19970321_1540_14.54.fits,14.54,"(2048, 15000)",Loral1,234.998982703,33.0118893757,148.372673442,20.3150304214,2450528.94921,30720.0,-33.15
19970623_1520_14.54.fits,14.54,"(2048, 15000)",Loral1,229.999120839,33.002088962,148.372883184,20.2939706406,2450622.67871,30720.0,-33.15
19970629_1640_14.54.fits,14.54,"(2048, 15000)",Loral1,249.999011646,33.0073580916,148.375190245,20.2939706406,2450628.71774,30720.0,-33.15
19970524_1440_14.54.fits,14.54,"(2048, 15000)",Loral1,219.999148953,33.0036403096,148.373722101,20.3159887228,2450592.73292,30720.0,-33.15
19970524_1620_14.54.fits,14.54,"(2048, 15000)",Loral1,244.999032111,33.0098937845,148.372883159,20.3159887228,2450592.80219,30720.0,-33.15
19970623_1630_14.54.fits,14.54,"(2048, 15000)",Loral1,247.498956048,33.0065226837,148.372883184,20.2939706406,2450622.7272,30720.0,-33.15
19970629_1730_14.54.fits,14.54,"(2048, 15000)",Loral1,262.498993616,33.0109301318,148.372883159,20.2939706406,2450628.75237,30720.0,-33.15
19970624_1720_14.54.fits,14.54,"(2048, 15000)",Loral1,259.999050728,33.0105717209,148.374980503,20.2939706406,2450623.7591,30720.0,-33.15
19970624_1810_14.54.fits,14.54,"(2048, 15000)",Loral1,272.499061682,33.0142797306,148.374980503,20.2939706406,2450623.79373,30720.0,-33.15
19970524_1510_14.54.fits,14.54,"(2048, 15000)",Loral1,227.498959513,33.0053197761,148.374980478,20.3159887228,2450592.7537,30720.0,-33.15
19970624_1510_14.54.fits,14.54,"(2048, 15000)",Loral1,227.503189955,33.0020323465,148.374980478,20.2939706406,2450623.66907,30720.0,-33.15
19970321_1450_14.54.fits,14.54,"(2048, 15000)",Loral1,222.499110944,33.0089459736,148.546331617,20.3150304214,2450528.91458,30720.0,-33.15
19970321_1400_14.54.fits,14.54,"(2048, 15000)",Loral1,209.999067981,33.0064527137,148.372883184,20.3150304214,2450528.87995,30720.0,-33.15
19970618_1450_14.54.fits,14.54,"(2048, 15000)",Loral1,222.499083708,33.0015756028,148.374980478,20.2939706406,2450617.67159,30720.0,-33.15
19970624_1730_14.54.fits,14.54,"(2048, 15000)",Loral1,262.503229706,33.0113084292,148.372883184,20.2939706406,2450623.76604,30720.0,-33.15
19970624_1800_14.54.fits,14.54,"(2048, 15000)",Loral1,270.003286348,33.0135360875,148.372673442,20.2939706406,2450623.78681,30720.0,-33.15
19970527_1420_14.54.fits,14.54,"(2048, 15000)",Loral1,215.00315996,33.0030162037,148.372883159,20.3159887228,2450595.71089,30720.0,-33.15
19970524_1710_14.54.fits,14.54,"(2048, 15000)",Loral1,257.499045087,33.0135341709,148.372883184,20.3159887228,2450592.83681,30720.0,-33.15
19970618_1520_14.54.fits,14.54,"(2048, 15000)",Loral1,230.003259872,33.0032129108,148.372883159,20.2939706406,2450617.69238,30720.0,-33.15
19970524_1550_14.54.fits,14.54,"(2048, 15000)",Loral1,237.49906997,33.0078379542,148.374980503,20.3159887228,2450592.78141,30720.0,-33.15
19970623_1500_14.54.fits,14.54,"(2048, 15000)",Loral1,224.998990614,33.0009940194,148.372883184,20.2939706406,2450622.66486,30720.0,-33.15
19970524_1650_14.54.fits,14.54,"(2048, 15000)",Loral1,252.503263363,33.0120553447,148.374980503,20.3159887228,2450592.82297,30720.0,-33.15
19970618_1740_14.54.fits,14.54,"(2048, 15000)",Loral1,265.003131056,33.0127872801,148.3730929,20.2939706406,2450617.78934,30720.0,-33.15
19970321_1220_14.54.fits,14.54,"(2048, 15000)",Loral1,185.003233031,33.0032626843,148.372883159,20.3150304214,2450528.8107,30720.0,-33.15
